id,capability,category,first_seen,last_seen,domain,stated_status_in_source,backlog_row,prompt_ids
INV1-0948,5.6 Phase 4 — Historical backfill of old flyers and OMs,docs & process,docs/history/SALESFORCE_LCC_DOCUMENT_INGESTION_AUDIT.md:152,docs/history/SALESFORCE_LCC_DOCUMENT_INGESTION_AUDIT.md:152,lcc,stated: unspecified (finding/round note),,
INV1-0949,5.7 Phase 5 — Steady state and monitoring,docs & process,docs/history/SALESFORCE_LCC_DOCUMENT_INGESTION_AUDIT.md:156,docs/history/SALESFORCE_LCC_DOCUMENT_INGESTION_AUDIT.md:156,lcc,stated: unspecified (finding/round note),,
INV1-0950,Scheduled check 2026-08-12 (~22:00Z) — W9.4 display-name capture: NOT WORKING yet,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:20,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:20,lcc,stated: unspecified (finding/round note),,W9.4
INV1-0951,Correction 2026-08-05 — prompt 40 WAS done (found it),docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:50,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:50,lcc,stated: unspecified (finding/round note),,
INV1-0952,Prompt 23 (comps intent) — DEPLOY-PENDING,infra / CI / security,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:248,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:248,lcc,stated: unspecified (finding/round note),,
INV1-0953,Prompt 25 (subject resolver) — DEPLOY + MIGRATION pending,infra / CI / security,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:258,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:258,lcc,stated: unspecified (finding/round note),,
INV1-0954,"Root cause — conformance 500 (→ prompt 48), REPRODUCED end-to-end",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:285,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:285,lcc,stated: unspecified (finding/round note),,
INV1-0955,Root cause — subject place-fallback (→ prompt 49),docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:288,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:288,lcc,stated: unspecified (finding/round note),,
INV1-0956,Residual from 54's original scope → prompt 56 (queued in `prompts/`),docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:341,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:341,lcc,stated: unspecified (finding/round note),,
INV1-0957,"Reconcile 2026-08-06 (prompt 56 — merged, live) + queue 57",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:355,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:355,lcc,stated: unspecified (finding/round note),,
INV1-0958,Prompt 57 — ✅ landed (moved to `done/`),docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:371,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:371,lcc,stated: shipped/live (✅),,
INV1-0959,"Reconcile 2026-08-06 (prompt 57 — merged, live) + canon re-render (40→0 drift)",surfaces,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:382,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:382,lcc,stated: unspecified (finding/round note),,
INV1-0960,"Reconcile 2026-08-06 (prompt 58 — merged, live, verified) — connector baseline now FULLY GREEN",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:425,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:425,lcc,stated: unspecified (finding/round note),,
INV1-0961,Rollout progress 2026-08-06 — Copilot/ChatGPT wiring + prompt 59 (curated GPT spec),docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:438,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:438,lcc,stated: unspecified (finding/round note),,
INV1-0962,"✅✅ W9.2/W9.4 HARVEST LIVE 2026-08-13 — the ""who do I call"" gap is closing",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:473,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:473,lcc,stated: shipped/live (✅),,W9.2;W9.4
INV1-0963,Prompt 101 landed — accelerator WORKED via a corrected source; premise refuted + doc fixed,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:484,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:484,lcc,stated: unspecified (finding/round note),,
INV1-0964,✅ W9.1 STAGE 1 LIVE 2026-08-12 — flag flipped after clean dry-run,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:554,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:554,lcc,stated: shipped/live (✅),,W9.1
INV1-0965,W9.1 queued as TWO prompts (98 Stage 1 + 99 Stage 2) — Scott sanctioned the SOS egress design,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:576,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:576,lcc,stated: unspecified (finding/round note),,W9.1
INV1-0966,"Prompt 97 (W9.5) landed — PR #1694; WAVE 9 BUILD-OUT 4/5, the measurement loop is CLOSED",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:591,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:591,lcc,stated: refuted/retired (CLOSED),,W9.5
INV1-0967,"2026-08-12 midday — PA flows edited by Scott (natural-traffic test), nightly green, prompt 97 queued",infra / CI / security,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:604,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:604,lcc,stated: unspecified (finding/round note),,
INV1-0968,Prompt 96 landed — PR #1693 MERGED + deployed; the W9.4 unlock is IN,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:616,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:616,lcc,stated: unspecified (finding/round note),,W9.4
INV1-0969,Reconcile 2026-08-12 (prompts 94 & 95 merged+deployed; U3 lane CLEARED) → prompt 96 queued,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:636,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:636,lcc,stated: unspecified (finding/round note),,
INV1-0970,U3 lane guidance 2026-08-11 + NEW junk class found by Scott → prompt 95,identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:645,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:645,lcc,stated: unspecified (finding/round note),,
INV1-0971,Prompt 93 landed — PR #1690 MERGED + deployed; W9.4 queued as prompt 94,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:655,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:655,lcc,stated: unspecified (finding/round note),,W9.4
INV1-0972,"Nightly 2026-08-11 + FULL REVIEW — 92 verified, W5.3 RE-GRADE DELIVERED, prompt 93 queued",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:670,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:670,lcc,stated: shipped/live (LIVE),,W5.3
INV1-0973,"Nightly 2026-08-10 — 9/9 fired, 8 healthy; sf-assist treadmill → prompt 92 (micro)",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:687,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:687,lcc,stated: unspecified (finding/round note),,
INV1-0974,"Prompt 91 landed — PR #1655, sweep LIVE; awaiting merge + redeploy for the guard",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:696,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:696,lcc,stated: shipped/live (LIVE),,
INV1-0975,"Both anomalies closed 2026-08-09 — sf-assist FIXED (20/20 written), disambig root-caused → prompt 91",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:706,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:706,lcc,stated: shipped/live (FIXED),,
INV1-0976,✅ W9.3 LIVE 2026-08-08 — all three flags flipped after clean dry-run reviews,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:727,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:727,lcc,stated: shipped/live (✅),,W9.3
INV1-0977,Prompt 90 (W9.3) landed — PR #1648 MERGED + deployed; 3 dry-run gates pending,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:737,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:737,lcc,stated: unspecified (finding/round note),,W9.3
INV1-0978,W9.2 dry-run HONEST-ZERO verified; sequencing corrected → prompt 90 (W9.3) queued,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:751,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:751,lcc,stated: unspecified (finding/round note),,W9.2;W9.3
INV1-0979,TrafficMetrix misparse found by Scott in the U3 lane → prompt 89 queued,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:777,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:777,lcc,stated: unspecified (finding/round note),,
INV1-0980,86 done (Dialysis/FRED back online) + WAVE 9 UNIT 1 queued — prompt 88 (W9.2),docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:790,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:790,dia,stated: unspecified (finding/round note),,W9.2
INV1-0981,W6.5 Stage 1 MERGED + LIVE — PR #1641 (`b94d877`),docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:800,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:800,lcc,stated: shipped/live (LIVE),,W6.5
INV1-0982,Buildout continuation 2026-08-08 — WAVE 9 kicked off + W6.5 staged + ORE self-resolved,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:812,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:812,lcc,stated: unspecified (finding/round note),,W6.5
INV1-0983,Prompt 85 merged+deployed; Dialysis Railway deploy failure → prompt 86 (DIALYSIS repo),infra / CI / security,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:832,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:832,dia,stated: unspecified (finding/round note),,
INV1-0984,84 verified live — mechanics WORK; guard livelock on blank names → prompt 85,infra / CI / security,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:842,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:842,lcc,stated: unspecified (finding/round note),,
INV1-0985,"Prompt 84 landed — PR #1636, migration LIVE, awaiting merge + redeploy",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:852,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:852,lcc,stated: shipped/live (LIVE),,
INV1-0986,First full nightly slate 2026-08-08 03:40–04:30 UTC — 4/5 units produced; U1 scan-starved → prompt 84,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:862,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:862,lcc,stated: unspecified (finding/round note),,
INV1-0987,"✅ Prompt 83 landed, merged, deployed, VERIFIED — all surfaces healthy (2026-08-08)",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:872,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:872,lcc,stated: shipped/live (✅),,
INV1-0988,U5 tick 502 (post-flip) → prompt 83 queued; assist tick verified healthy,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:882,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:882,lcc,stated: unspecified (finding/round note),,
INV1-0989,"Prompt 82 landed — PR #1634, awaiting merge; PGRST204 confirmed ZERO since cache reload",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:893,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:893,lcc,stated: unspecified (finding/round note),,
INV1-0990,Housekeeping 2026-08-08 (Cowork) — PGRST204 root-caused to STALE SCHEMA CACHE + prompt 82 queued,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:904,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:904,lcc,stated: unspecified (finding/round note),,
INV1-0991,"Prompt 76 landed — PR #1627, repair migration LIVE (Cowork-verified), awaiting merge + redeploy",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:966,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:966,lcc,stated: shipped/live (LIVE),,
INV1-0992,Post-75 live verify 2026-08-07 — U3 lane RENDERS but confirm fails; U2 buried → prompt 76,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:976,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:976,lcc,stated: unspecified (finding/round note),,
INV1-0993,"Prompt 75 landed — PR #1623, awaiting merge + redeploy",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:987,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:987,lcc,stated: unspecified (finding/round note),,
INV1-0994,"DC lane visibility 2026-08-07 — U3 lane missing from frontend, U2 badge undercounts → prompt 75",surfaces,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:999,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:999,lcc,stated: unspecified (finding/round note),,
INV1-0995,"Prompt 74 landed — PR #1621, stranded row repaired live, awaiting merge + redeploy",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1010,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1010,lcc,stated: unspecified (finding/round note),,
INV1-0996,"First live lane verdict 2026-08-07 — ""verdict record failed"" → prompt 74 queued (one-liner)",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1017,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1017,lcc,stated: unspecified (finding/round note),,
INV1-0997,"Prompt 73 landed — PR #1619, awaiting merge (bundle with #1618 redeploy)",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1039,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1039,lcc,stated: unspecified (finding/round note),,
INV1-0998,"Prompt 72 landed — PR #1618, awaiting merge (bundle with #1611/#1614 redeploy)",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1049,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1049,lcc,stated: unspecified (finding/round note),,
INV1-0999,✅ W8 U3 LIVE 2026-08-07 (post-71 re-run) + prompt 72 queued + U4 502 under diagnosis,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1059,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1059,lcc,stated: shipped/live (✅),,W8
INV1-1000,"U3 first dry-run REVIEWED 2026-08-07 — safety PASSED, yield FAILED → prompt 71 queued, flag stays OFF",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1085,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1085,lcc,stated: unspecified (finding/round note),,
INV1-1001,"Queued 2026-08-07: prompt 70 (W8 U4 — systemic-findings monthly report, final unit)",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1097,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1097,lcc,stated: unspecified (finding/round note),,W8
INV1-1002,"Prompt 69 (W8 U3) landed — PR #1609, migration LIVE (Cowork-verified), flag OFF, awaiting merge+redeploy",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1106,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1106,lcc,stated: shipped/live (LIVE),,W8
INV1-1003,Queued 2026-08-07: prompt 69 (W8 U3 — connection propagation),docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1119,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1119,lcc,stated: unspecified (finding/round note),,W8
INV1-1004,✅ W8 U2 LIVE 2026-08-07 16:26 UTC — flag flipped after clean second run,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1129,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1129,lcc,stated: shipped/live (✅),,W8
INV1-1005,"Prompt 68 landed — PR #1607 (`e8252ef`), awaiting merge + redeploy",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1142,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1142,lcc,stated: unspecified (finding/round note),,
INV1-1006,"U2 first dry-run REVIEWED 2026-08-07 — FAILED (3 flaws) → prompt 68 queued, flag stays OFF",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1157,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1157,lcc,stated: unspecified (finding/round note),,
INV1-1007,"Prompt 63 (W8 U2) landed — PR #1606, migration LIVE (Cowork-verified), flag OFF, awaiting merge+redeploy",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1168,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1168,lcc,stated: shipped/live (LIVE),,W8
INV1-1008,✅ W8 U1 LIVE 2026-08-07 13:51 UTC — flag flipped after clean fifth run,docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1179,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1179,lcc,stated: shipped/live (✅),,W8
INV1-1009,"Prompt 67 landed — PR #1604, awaiting merge + redeploy → THEN flag flip",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1190,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1190,lcc,stated: unspecified (finding/round note),,
INV1-1010,"66 fourth run 2026-08-07 — bounded scoring WORKS on ollama, rubric proven; 2 residuals → prompt 67",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1200,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1200,lcc,stated: unspecified (finding/round note),,
INV1-1011,"Prompt 66 landed — PR #1603, migration LIVE (Cowork-verified), awaiting merge + redeploy",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1209,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1209,lcc,stated: shipped/live (LIVE),,
INV1-1012,"65 third run 2026-08-07 — SCOPE FIXED (247 candidates ✅), but `?score=1` 502s → prompt 66 queued",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1219,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1219,lcc,stated: shipped/live (FIXED),,
INV1-1013,"Prompt 65 landed — branch `claude/w8-u1-true-junk-scope-i9v78v`, awaiting merge + redeploy",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1228,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1228,lcc,stated: unspecified (finding/round note),,
INV1-1014,"64 re-run REVIEWED 2026-08-07 — guards work, but scope overshoot → prompt 65 queued, flag stays OFF",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1239,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1239,lcc,stated: unspecified (finding/round note),,
INV1-1015,"Prompt 64 landed — PR #1600 (`c9a7584`), awaiting merge + redeploy",identity,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1250,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1250,lcc,stated: unspecified (finding/round note),,
INV1-1016,"U1 first dry-run REVIEWED 2026-08-07 — FAILED precision review → prompt 64 queued, flag stays OFF",docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1262,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1262,lcc,stated: unspecified (finding/round note),,
INV1-1017,W5.3 CLOSED + W8 hygiene campaign kicked off — 2026-08-06 (Cowork),docs & process,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1290,docs/history/STATUS_claude-code_2026-08-03_to_2026-08-12.md:1290,lcc,stated: refuted/retired (CLOSED),,W5.3;W8
INV1-1018,"2026-08-21 (P125) — draft-assist retrieval: four defects, all measured live, all root-caused",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:13,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:13,lcc,stated: unspecified (finding/round note),,P125
INV1-1019,2026-08-21 Cowork reconcile — P122/P123/P124 verified; ⚠️ REDEPLOY PENDING (draft-assist safety),docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:87,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:87,lcc,stated: flagged issue/footgun (⚠️),,P122;P123;P124
INV1-1020,"P123 (2026-08-21) — `match-deal-emails-cron` `no_response`: a 60 s wall, not a crash",flows / automation,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:134,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:134,lcc,stated: unspecified (finding/round note),,P123
INV1-1021,P122 (2026-08-21) — `cm-gov-packet-refresh` fixed: the gov CM packet had refreshed ZERO times in 7 days,comps / capital markets,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:194,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:194,gov,stated: unspecified (finding/round note),,P122
INV1-1022,P120 (2026-08-20) — the app now MOVES emails: move-queue executor built (was: nothing ever drained it),docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:249,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:249,lcc,stated: unspecified (finding/round note),,P120
INV1-1023,"P150a–P160 (2026-08-19/20, Cowork) — the contact pipe was dead for 3 weeks; owner resolution 2,716 → 4,064",ownership,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:318,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:318,lcc,stated: unspecified (finding/round note),,P150a;P160
INV1-1024,P119 (2026-08-20) — mailbox-mirror park storm root-caused + auto-retire shipped,flows / automation,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:356,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:356,lcc,stated: unspecified (finding/round note),,P119
INV1-1025,P118 (2026-08-20) — two overnight cron failures fixed live on LCC Opps,flows / automation,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:424,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:424,lcc,stated: unspecified (finding/round note),,P118
INV1-1026,"Milestone 2026-08-18 — the voice profile is re-distilled on full bodies (Prompt 117), and three premises were wrong",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:570,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:570,lcc,stated: unspecified (finding/round note),,
INV1-1027,Session 2026-08-17 (Cowork) — P116 reviewed + the redesign's manual checks CLOSED,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:764,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:764,lcc,stated: refuted/retired (CLOSED),,P116
INV1-1028,"Prompt 116 = DONE (PR #1757), applied live — and it corrected me twice",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:766,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:766,lcc,stated: shipped/live (DONE),,
INV1-1029,Session 2026-08-16 (Cowork) — Prompt 115 reviewed + VERIFIED in the browser,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:858,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:858,lcc,stated: unspecified (finding/round note),,
INV1-1030,Session 2026-08-15e (Cowork) — P112 A2 enrolment + the four sweeps nobody scheduled,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1057,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1057,lcc,stated: unspecified (finding/round note),,A2;P112
INV1-1031,"Session 2026-08-15 — Prompt 114 (voice corpus): the bridge fills `email_bodies`, and its allowlist was stripping `body`",flows / automation,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1146,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1146,lcc,stated: unspecified (finding/round note),,
INV1-1032,Session 2026-08-14 (Prompt 110) — fuller email-body ingestion (past the ~255-char bodyPreview cap),docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1396,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1396,lcc,stated: unspecified (finding/round note),,
INV1-1033,Session 2026-08-14 (Prompt 109) — draft-assist flag consistency + fact-validator precision,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1425,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1425,lcc,stated: unspecified (finding/round note),,
INV1-1034,Milestone 2026-08-14 — W9.6 lane fully worked; the last connectedness link is now CONSUMED,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1472,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1472,lcc,stated: unspecified (finding/round note),,W9.6
INV1-1035,Session 2026-08-14 — Prompt 107 (W10 Stage 2): retrieval-grounded drafting `/api/draft-assist` SHIPPED,docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1500,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1500,lcc,stated: shipped/live (SHIPPED),,W10
INV1-1036,Prompt 106 (2026-08-14) — property_twin lane: deterministic pre-rank + Ollama assist (annotation-only),docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1547,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1547,lcc,stated: unspecified (finding/round note),,
INV1-1037,"Session 2026-08-13 (Cowork, later) — prompt 103 reconciled; W9.6 FLIPPED LIVE; folder cleaned",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1619,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-21.md:1619,lcc,stated: shipped/live (LIVE),,W9.6
INV1-1038,"STATUS archive — Claude Code queue, 2026-08-20 → 2026-08-28 (Cowork Tier 0 / A-series / P121–P130 block)",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:1,lcc,stated: unspecified (finding/round note),,P121;P130
INV1-1039,"2026-08-28 (Cowork) — B1 shipped: lane 336 → 1,237, and the badge correctly did NOT move",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:17,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:17,lcc,stated: unspecified (finding/round note),,B1
INV1-1040,"2026-08-27 (Cowork) — C1 answered: RETIRE. The consumer has existed since June, on another surface.",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:102,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:102,lcc,stated: unspecified (finding/round note),,C1
INV1-1041,"2026-08-27 (Cowork) — C1 drafted, and measuring first refuted the plan before it was written",docs & process,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:168,docs/history/STATUS_claude-code_2026-08-20_to_2026-08-28_cowork-block.md:168,lcc,stated: unspecified (finding/round note),,C1
